0,1
"('ecoinvent-3.4-biosphere', '0985a2b2-b411-4c95-a955-1aa5bb64bd08')",Xylene
"('ecoinvent-3.4-biosphere', '0985a2b2-b411-4c95-a955-1aa5bb64bd08')",Xylene
"('ecoinvent-3.4-biosphere', '0985a2b2-b411-4c95-a955-1aa5bb64bd08')",Xylene
"('ecoinvent-3.4-biosphere', '79459b74-727a-465f-b0cb-aae38d1d39cc')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '79459b74-727a-465f-b0cb-aae38d1d39cc')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '79459b74-727a-465f-b0cb-aae38d1d39cc')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '7ab739f8-8846-4b20-a36b-c35e27053073')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', '7ab739f8-8846-4b20-a36b-c35e27053073')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', '7ab739f8-8846-4b20-a36b-c35e27053073')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', '51c35cf0-3417-4d42-936f-9a6fd7a2638a')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '51c35cf0-3417-4d42-936f-9a6fd7a2638a')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '51c35cf0-3417-4d42-936f-9a6fd7a2638a')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', 'cfa6de56-8a29-4a27-8868-fb6d1f092d36')",Prothioconazol
"('ecoinvent-3.4-biosphere', 'cfa6de56-8a29-4a27-8868-fb6d1f092d36')",Prothioconazol
"('ecoinvent-3.4-biosphere', 'cfa6de56-8a29-4a27-8868-fb6d1f092d36')",Prothioconazol
"('ecoinvent-3.4-biosphere', 'd5b20a8b-48ac-4dcf-9f6e-dd5da5248c05')","Steatite, in ground"
"('ecoinvent-3.4-biosphere', 'd5b20a8b-48ac-4dcf-9f6e-dd5da5248c05')","Steatite, in ground"
"('ecoinvent-3.4-biosphere', 'd5b20a8b-48ac-4dcf-9f6e-dd5da5248c05')","Steatite, in ground"
"('ecoinvent-3.4-biosphere', '5e08c84c-69a2-4f0b-b3b3-6b7f0925712b')","Hydrocarbons, unspecified"
"('ecoinvent-3.4-biosphere', '5e08c84c-69a2-4f0b-b3b3-6b7f0925712b')","Hydrocarbons, unspecified"
"('ecoinvent-3.4-biosphere', '5e08c84c-69a2-4f0b-b3b3-6b7f0925712b')","Hydrocarbons, unspecified"
"('ecoinvent-3.4-biosphere', 'f77c5e36-ee47-4437-b757-03139bb1d6d6')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', 'f77c5e36-ee47-4437-b757-03139bb1d6d6')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', 'f77c5e36-ee47-4437-b757-03139bb1d6d6')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '78457869-af20-404f-a3bf-bad384fc177b')",Methyl amine
"('ecoinvent-3.4-biosphere', '78457869-af20-404f-a3bf-bad384fc177b')",Methyl amine
"('ecoinvent-3.4-biosphere', '78457869-af20-404f-a3bf-bad384fc177b')",Methyl amine
"('ecoinvent-3.4-biosphere', '21f7d520-f329-4592-8880-949a08773371')","Hydrocarbons, chlorinated"
"('ecoinvent-3.4-biosphere', '21f7d520-f329-4592-8880-949a08773371')","Hydrocarbons, chlorinated"
"('ecoinvent-3.4-biosphere', '21f7d520-f329-4592-8880-949a08773371')","Hydrocarbons, chlorinated"
"('ecoinvent-3.4-biosphere', 'f3cc1709-0e3c-4598-8ac9-825f969bf919')","Chlorinated solvents, unspecified"
"('ecoinvent-3.4-biosphere', 'f3cc1709-0e3c-4598-8ac9-825f969bf919')","Chlorinated solvents, unspecified"
"('ecoinvent-3.4-biosphere', 'f3cc1709-0e3c-4598-8ac9-825f969bf919')","Chlorinated solvents, unspecified"
"('ecoinvent-3.4-biosphere', '230d8a0a-517c-43fe-8357-1818dd12997a')","Particulates, < 2.5 um"
"('ecoinvent-3.4-biosphere', '230d8a0a-517c-43fe-8357-1818dd12997a')","Particulates, < 2.5 um"
"('ecoinvent-3.4-biosphere', '230d8a0a-517c-43fe-8357-1818dd12997a')","Particulates, < 2.5 um"
"('ecoinvent-3.4-biosphere', 'ed8da356-ed40-4a35-8de4-57aee1d3c279')",Xylene
"('ecoinvent-3.4-biosphere', 'ed8da356-ed40-4a35-8de4-57aee1d3c279')",Xylene
"('ecoinvent-3.4-biosphere', 'ed8da356-ed40-4a35-8de4-57aee1d3c279')",Xylene
"('ecoinvent-3.4-biosphere', '66a6dad0-e450-4206-88e1-f823a04f8b1d')",Haloxyfop- (R) Methylester
"('ecoinvent-3.4-biosphere', '66a6dad0-e450-4206-88e1-f823a04f8b1d')",Haloxyfop- (R) Methylester
"('ecoinvent-3.4-biosphere', '66a6dad0-e450-4206-88e1-f823a04f8b1d')",Haloxyfop- (R) Methylester
"('ecoinvent-3.4-biosphere', 'c5035ce2-5ee5-431f-a287-4b25da42be74')","Peat, in ground"
"('ecoinvent-3.4-biosphere', 'c5035ce2-5ee5-431f-a287-4b25da42be74')","Peat, in ground"
"('ecoinvent-3.4-biosphere', 'c5035ce2-5ee5-431f-a287-4b25da42be74')","Peat, in ground"
"('ecoinvent-3.4-biosphere', '95a9f739-736a-57fe-b592-dfb52251ef1e')",Dimethyl hexynediol
"('ecoinvent-3.4-biosphere', '95a9f739-736a-57fe-b592-dfb52251ef1e')",Dimethyl hexynediol
"('ecoinvent-3.4-biosphere', '95a9f739-736a-57fe-b592-dfb52251ef1e')",Dimethyl hexynediol
"('ecoinvent-3.4-biosphere', 'a97ba30e-898d-4e73-bd62-ec8f636659c2')","Hydrocarbons, aliphatic, alkanes, cyclic"
"('ecoinvent-3.4-biosphere', 'a97ba30e-898d-4e73-bd62-ec8f636659c2')","Hydrocarbons, aliphatic, alkanes, cyclic"
"('ecoinvent-3.4-biosphere', 'a97ba30e-898d-4e73-bd62-ec8f636659c2')","Hydrocarbons, aliphatic, alkanes, cyclic"
"('ecoinvent-3.4-biosphere', '383f5952-45f7-4703-854e-41cd7f9cd8da')",Tributyltin compounds
"('ecoinvent-3.4-biosphere', '383f5952-45f7-4703-854e-41cd7f9cd8da')",Tributyltin compounds
"('ecoinvent-3.4-biosphere', '383f5952-45f7-4703-854e-41cd7f9cd8da')",Tributyltin compounds
"('ecoinvent-3.4-biosphere', '9b7f06e5-0dc7-4c58-8300-034426d069b5')",Terpenes
"('ecoinvent-3.4-biosphere', '9b7f06e5-0dc7-4c58-8300-034426d069b5')",Terpenes
"('ecoinvent-3.4-biosphere', '9b7f06e5-0dc7-4c58-8300-034426d069b5')",Terpenes
"('ecoinvent-3.4-biosphere', '6b479ea3-eb47-4860-8778-b0ed9bc672fa')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '6b479ea3-eb47-4860-8778-b0ed9bc672fa')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '6b479ea3-eb47-4860-8778-b0ed9bc672fa')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '5a405a78-45bb-49de-8ecc-48a5d9cf9721')",Mineral oil
"('ecoinvent-3.4-biosphere', '5a405a78-45bb-49de-8ecc-48a5d9cf9721')",Mineral oil
"('ecoinvent-3.4-biosphere', '5a405a78-45bb-49de-8ecc-48a5d9cf9721')",Mineral oil
"('ecoinvent-3.4-biosphere', 'c9b97088-efc6-43c1-8d26-f78d6cdbb50b')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', 'c9b97088-efc6-43c1-8d26-f78d6cdbb50b')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', 'c9b97088-efc6-43c1-8d26-f78d6cdbb50b')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', '5e86b7ae-1d51-485c-be33-8c12c4ce4d2e')",Kaolin
"('ecoinvent-3.4-biosphere', '5e86b7ae-1d51-485c-be33-8c12c4ce4d2e')",Kaolin
"('ecoinvent-3.4-biosphere', '5e86b7ae-1d51-485c-be33-8c12c4ce4d2e')",Kaolin
"('ecoinvent-3.4-biosphere', '3844f446-ded5-4727-8421-17a00ef4eba7')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '3844f446-ded5-4727-8421-17a00ef4eba7')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '3844f446-ded5-4727-8421-17a00ef4eba7')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '21707ec1-bc38-4b1c-ac8b-0a2b3f7d5ec9')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '21707ec1-bc38-4b1c-ac8b-0a2b3f7d5ec9')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '21707ec1-bc38-4b1c-ac8b-0a2b3f7d5ec9')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '372dc06d-0cc9-4f85-9e00-9d452f2d3c7a')","Acidity, unspecified"
"('ecoinvent-3.4-biosphere', '372dc06d-0cc9-4f85-9e00-9d452f2d3c7a')","Acidity, unspecified"
"('ecoinvent-3.4-biosphere', '372dc06d-0cc9-4f85-9e00-9d452f2d3c7a')","Acidity, unspecified"
"('ecoinvent-3.4-biosphere', '4cff006f-c6df-42a8-9dee-cc064f14326e')","Hydrocarbons, aliphatic, unsaturated"
"('ecoinvent-3.4-biosphere', '4cff006f-c6df-42a8-9dee-cc064f14326e')","Hydrocarbons, aliphatic, unsaturated"
"('ecoinvent-3.4-biosphere', '4cff006f-c6df-42a8-9dee-cc064f14326e')","Hydrocarbons, aliphatic, unsaturated"
"('ecoinvent-3.4-biosphere', 'c308f812-7e5a-483a-ac1f-1f5742a53784')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', 'c308f812-7e5a-483a-ac1f-1f5742a53784')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', 'c308f812-7e5a-483a-ac1f-1f5742a53784')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '43b2649e-26f8-400d-bc0a-a0667e850915')","Gangue, bauxite, in ground"
"('ecoinvent-3.4-biosphere', '43b2649e-26f8-400d-bc0a-a0667e850915')","Gangue, bauxite, in ground"
"('ecoinvent-3.4-biosphere', '43b2649e-26f8-400d-bc0a-a0667e850915')","Gangue, bauxite, in ground"
"('ecoinvent-3.4-biosphere', '04abe114-7939-4935-9281-49e5d89cc1bc')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '04abe114-7939-4935-9281-49e5d89cc1bc')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '04abe114-7939-4935-9281-49e5d89cc1bc')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '99e1284e-58fc-4652-bc24-b796b858b24e')","2,4-D ester"
"('ecoinvent-3.4-biosphere', '99e1284e-58fc-4652-bc24-b796b858b24e')","2,4-D ester"
"('ecoinvent-3.4-biosphere', '60ed557b-8f2f-4d88-8508-86e7d83aef74')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '60ed557b-8f2f-4d88-8508-86e7d83aef74')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', '60ed557b-8f2f-4d88-8508-86e7d83aef74')","Suspended solids, unspecified"
"('ecoinvent-3.4-biosphere', 'ec420d84-577b-402e-bd90-f8a4b2310135')",Methyl amine
"('ecoinvent-3.4-biosphere', 'ec420d84-577b-402e-bd90-f8a4b2310135')",Methyl amine
"('ecoinvent-3.4-biosphere', 'ec420d84-577b-402e-bd90-f8a4b2310135')",Methyl amine
"('ecoinvent-3.4-biosphere', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um"
"('ecoinvent-3.4-biosphere', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um"
"('ecoinvent-3.4-biosphere', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um"
"('ecoinvent-3.4-biosphere', '5eafb840-6f50-418d-98bd-27b86f75613c')","Methane, chloro-fluoro-, HCFC-31"
"('ecoinvent-3.4-biosphere', '5eafb840-6f50-418d-98bd-27b86f75613c')","Methane, chloro-fluoro-, HCFC-31"
"('ecoinvent-3.4-biosphere', '5eafb840-6f50-418d-98bd-27b86f75613c')","Methane, chloro-fluoro-, HCFC-31"
"('ecoinvent-3.4-biosphere', '37fdd960-4e85-47a1-9f27-098c412fc956')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '37fdd960-4e85-47a1-9f27-098c412fc956')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '37fdd960-4e85-47a1-9f27-098c412fc956')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '67abf374-4b8d-426b-8664-e4246535ba8b')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '67abf374-4b8d-426b-8664-e4246535ba8b')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', '67abf374-4b8d-426b-8664-e4246535ba8b')","Phthalate, butyl-benzyl-"
"('ecoinvent-3.4-biosphere', 'fed18945-b0e0-47a4-8fa0-6bc99c3c512a')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', 'fed18945-b0e0-47a4-8fa0-6bc99c3c512a')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', 'fed18945-b0e0-47a4-8fa0-6bc99c3c512a')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', 'aedea697-930a-4a0e-9e4f-b9c369aa9a33')","BOD5, Biological Oxygen Demand"
"('ecoinvent-3.4-biosphere', 'aedea697-930a-4a0e-9e4f-b9c369aa9a33')","BOD5, Biological Oxygen Demand"
"('ecoinvent-3.4-biosphere', 'aedea697-930a-4a0e-9e4f-b9c369aa9a33')","BOD5, Biological Oxygen Demand"
"('ecoinvent-3.4-biosphere', '901a459c-9a1c-46a0-a785-6ec01a33b04f')",Dissolved solids
"('ecoinvent-3.4-biosphere', '901a459c-9a1c-46a0-a785-6ec01a33b04f')",Dissolved solids
"('ecoinvent-3.4-biosphere', '901a459c-9a1c-46a0-a785-6ec01a33b04f')",Dissolved solids
"('ecoinvent-3.4-biosphere', 'b967e1bf-f09b-4c89-8740-ace21db47bba')","Particulates, > 2.5 um, and < 10um"
"('ecoinvent-3.4-biosphere', 'b967e1bf-f09b-4c89-8740-ace21db47bba')","Particulates, > 2.5 um, and < 10um"
"('ecoinvent-3.4-biosphere', 'b967e1bf-f09b-4c89-8740-ace21db47bba')","Particulates, > 2.5 um, and < 10um"
"('ecoinvent-3.4-biosphere', '16410099-57c2-4ad8-928a-d8ec91f1684f')",Paraffins
"('ecoinvent-3.4-biosphere', '16410099-57c2-4ad8-928a-d8ec91f1684f')",Paraffins
"('ecoinvent-3.4-biosphere', '16410099-57c2-4ad8-928a-d8ec91f1684f')",Paraffins
"('ecoinvent-3.4-biosphere', 'f40495b0-c9ac-44fb-81c7-84975030845d')","Herbicides, unspecified"
"('ecoinvent-3.4-biosphere', 'f40495b0-c9ac-44fb-81c7-84975030845d')","Herbicides, unspecified"
"('ecoinvent-3.4-biosphere', 'f40495b0-c9ac-44fb-81c7-84975030845d')","Herbicides, unspecified"
"('ecoinvent-3.4-biosphere', 'c7842230-e5ef-4ca8-9cb1-244dee3fe548')","Fungicides, unspecified"
"('ecoinvent-3.4-biosphere', 'c7842230-e5ef-4ca8-9cb1-244dee3fe548')","Fungicides, unspecified"
"('ecoinvent-3.4-biosphere', 'c7842230-e5ef-4ca8-9cb1-244dee3fe548')","Fungicides, unspecified"
"('ecoinvent-3.4-biosphere', '84cd61aa-92a0-40d1-aad5-e9e5c0d4c93e')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '84cd61aa-92a0-40d1-aad5-e9e5c0d4c93e')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '84cd61aa-92a0-40d1-aad5-e9e5c0d4c93e')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '8244db98-b33f-4f4e-98e5-39dd130a1713')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '8244db98-b33f-4f4e-98e5-39dd130a1713')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '8244db98-b33f-4f4e-98e5-39dd130a1713')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '2f885055-6517-4930-a649-dbf008f02910')",Tributyltin compounds
"('ecoinvent-3.4-biosphere', '2f885055-6517-4930-a649-dbf008f02910')",Tributyltin compounds
"('ecoinvent-3.4-biosphere', '2f885055-6517-4930-a649-dbf008f02910')",Tributyltin compounds
"('ecoinvent-3.4-biosphere', '68ba42b2-62fc-49c1-b9d6-e3bda8b179ec')","Oils, unspecified"
"('ecoinvent-3.4-biosphere', '68ba42b2-62fc-49c1-b9d6-e3bda8b179ec')","Oils, unspecified"
"('ecoinvent-3.4-biosphere', '68ba42b2-62fc-49c1-b9d6-e3bda8b179ec')","Oils, unspecified"
"('ecoinvent-3.4-biosphere', '4402f445-984c-4728-be22-6f9aea1146b9')","Pumice, in ground"
"('ecoinvent-3.4-biosphere', '4402f445-984c-4728-be22-6f9aea1146b9')","Pumice, in ground"
"('ecoinvent-3.4-biosphere', '4402f445-984c-4728-be22-6f9aea1146b9')","Pumice, in ground"
"('ecoinvent-3.4-biosphere', 'eb71ce59-d412-4e1e-a496-06134cf9d3d3')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', 'eb71ce59-d412-4e1e-a496-06134cf9d3d3')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', 'eb71ce59-d412-4e1e-a496-06134cf9d3d3')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', '23a4dfc7-c82e-4425-abf6-0195f78f3363')","Dibenz(a,h)anthracene"
"('ecoinvent-3.4-biosphere', '23a4dfc7-c82e-4425-abf6-0195f78f3363')","Dibenz(a,h)anthracene"
"('ecoinvent-3.4-biosphere', '23a4dfc7-c82e-4425-abf6-0195f78f3363')","Dibenz(a,h)anthracene"
"('ecoinvent-3.4-biosphere', '423112a9-b4c4-4041-8854-57bffde7b9cc')",Thiophanat-methyl
"('ecoinvent-3.4-biosphere', '423112a9-b4c4-4041-8854-57bffde7b9cc')",Thiophanat-methyl
"('ecoinvent-3.4-biosphere', '423112a9-b4c4-4041-8854-57bffde7b9cc')",Thiophanat-methyl
"('ecoinvent-3.4-biosphere', '19b55ff9-4964-45d1-95b6-e24d7f4ffbd3')","Hydrocarbons, aliphatic, unsaturated"
"('ecoinvent-3.4-biosphere', '19b55ff9-4964-45d1-95b6-e24d7f4ffbd3')","Hydrocarbons, aliphatic, unsaturated"
"('ecoinvent-3.4-biosphere', '19b55ff9-4964-45d1-95b6-e24d7f4ffbd3')","Hydrocarbons, aliphatic, unsaturated"
"('ecoinvent-3.4-biosphere', '428e384f-5146-4023-9e62-cca1db3ed321')",Paraffins
"('ecoinvent-3.4-biosphere', '428e384f-5146-4023-9e62-cca1db3ed321')",Paraffins
"('ecoinvent-3.4-biosphere', '428e384f-5146-4023-9e62-cca1db3ed321')",Paraffins
"('ecoinvent-3.4-biosphere', '8b1912e7-fa62-4fa7-9d33-46da503ad788')","Methane, chloro-fluoro-, HCFC-31"
"('ecoinvent-3.4-biosphere', '8b1912e7-fa62-4fa7-9d33-46da503ad788')","Methane, chloro-fluoro-, HCFC-31"
"('ecoinvent-3.4-biosphere', '8b1912e7-fa62-4fa7-9d33-46da503ad788')","Methane, chloro-fluoro-, HCFC-31"
"('ecoinvent-3.4-biosphere', '576d7e08-4dd0-473b-b62f-86cbfda51651')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', '576d7e08-4dd0-473b-b62f-86cbfda51651')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', '576d7e08-4dd0-473b-b62f-86cbfda51651')","Disinfectants, unspecified"
"('ecoinvent-3.4-biosphere', 'c161d9b4-2237-4053-b549-9e0cfc201e0d')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', 'c161d9b4-2237-4053-b549-9e0cfc201e0d')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', 'c161d9b4-2237-4053-b549-9e0cfc201e0d')","Oils, non-fossil"
"('ecoinvent-3.4-biosphere', '904546ce-acb5-4cc3-9dda-950c7dc54328')","Dibenz(a,h)anthracene"
"('ecoinvent-3.4-biosphere', '904546ce-acb5-4cc3-9dda-950c7dc54328')","Dibenz(a,h)anthracene"
"('ecoinvent-3.4-biosphere', '904546ce-acb5-4cc3-9dda-950c7dc54328')","Dibenz(a,h)anthracene"
"('ecoinvent-3.4-biosphere', '17a98e7f-a8fd-431d-9bb6-6c4bf3fc5517')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '17a98e7f-a8fd-431d-9bb6-6c4bf3fc5517')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '17a98e7f-a8fd-431d-9bb6-6c4bf3fc5517')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '07279b73-709f-4ac2-a9e1-82fbd01ce301')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', '07279b73-709f-4ac2-a9e1-82fbd01ce301')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', '07279b73-709f-4ac2-a9e1-82fbd01ce301')",Polychlorinated biphenyls
"('ecoinvent-3.4-biosphere', 'faf05b06-da29-4af5-aa37-cfa4b802a297')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', 'faf05b06-da29-4af5-aa37-cfa4b802a297')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', 'faf05b06-da29-4af5-aa37-cfa4b802a297')","Hydrocarbons, aliphatic, alkanes, unspecified"
"('ecoinvent-3.4-biosphere', '6b9753b0-7284-4dd1-891b-01ba9f3fe5f7')","Chlorinated solvents, unspecified"
"('ecoinvent-3.4-biosphere', '6b9753b0-7284-4dd1-891b-01ba9f3fe5f7')","Chlorinated solvents, unspecified"
"('ecoinvent-3.4-biosphere', '6b9753b0-7284-4dd1-891b-01ba9f3fe5f7')","Chlorinated solvents, unspecified"
"('ecoinvent-3.4-biosphere', 'a1d277aa-7aea-4b5e-8aa9-2789ba8ff333')",Xylene
"('ecoinvent-3.4-biosphere', 'a1d277aa-7aea-4b5e-8aa9-2789ba8ff333')",Xylene
"('ecoinvent-3.4-biosphere', 'a1d277aa-7aea-4b5e-8aa9-2789ba8ff333')",Xylene
"('ecoinvent-3.4-biosphere', '7538ab50-2ef6-4e49-880d-48d5b283a79b')","Oils, unspecified"
"('ecoinvent-3.4-biosphere', '7538ab50-2ef6-4e49-880d-48d5b283a79b')","Oils, unspecified"
"('ecoinvent-3.4-biosphere', '7538ab50-2ef6-4e49-880d-48d5b283a79b')","Oils, unspecified"
"('ecoinvent-3.4-biosphere', 'a7f661f4-da39-4571-a48b-a8d61314ce1b')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', 'a7f661f4-da39-4571-a48b-a8d61314ce1b')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', 'a7f661f4-da39-4571-a48b-a8d61314ce1b')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '2649e223-09c0-5ced-9604-6cd6332e7cf9')",Dimethyl hexanediol
"('ecoinvent-3.4-biosphere', '2649e223-09c0-5ced-9604-6cd6332e7cf9')",Dimethyl hexanediol
"('ecoinvent-3.4-biosphere', '2649e223-09c0-5ced-9604-6cd6332e7cf9')",Dimethyl hexanediol
"('ecoinvent-3.4-biosphere', '7533d11b-e96e-4a99-80f2-91400a62d650')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '7533d11b-e96e-4a99-80f2-91400a62d650')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '7533d11b-e96e-4a99-80f2-91400a62d650')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin"
"('ecoinvent-3.4-biosphere', '4f777e05-70f9-4a18-a406-d8232325073f')","2,4-D amines"
"('ecoinvent-3.4-biosphere', '4f777e05-70f9-4a18-a406-d8232325073f')","2,4-D amines"
"('ecoinvent-3.4-biosphere', '4f777e05-70f9-4a18-a406-d8232325073f')","2,4-D amines"
"('ecoinvent-3.4-biosphere', '67799e83-54c8-4c89-90dc-1a7fa7780d2b')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '67799e83-54c8-4c89-90dc-1a7fa7780d2b')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '67799e83-54c8-4c89-90dc-1a7fa7780d2b')","Hydrocarbons, aromatic"
"('ecoinvent-3.4-biosphere', '049a1473-3a62-4121-982b-5d15d0f2c683')","Hydrocarbons, unspecified"
"('ecoinvent-3.4-biosphere', '049a1473-3a62-4121-982b-5d15d0f2c683')","Hydrocarbons, unspecified"
"('ecoinvent-3.4-biosphere', '049a1473-3a62-4121-982b-5d15d0f2c683')","Hydrocarbons, unspecified"
"('ecoinvent-3.4-biosphere', '623ae1fb-a694-4327-9c6f-4ea35c536100')","Insecticides, unspecified"
"('ecoinvent-3.4-biosphere', '623ae1fb-a694-4327-9c6f-4ea35c536100')","Insecticides, unspecified"
"('ecoinvent-3.4-biosphere', '623ae1fb-a694-4327-9c6f-4ea35c536100')","Insecticides, unspecified"
"('ecoinvent-3.4-biosphere', '0b111253-26b5-4a03-97fb-ed7799c21797')","Solids, inorganic"
